player_id,teams,unlisted_teams
003dbe99,"['Lincolnshire', 'Nottinghamshire', 'Nottinghamshire 2nd XI']","['Lincolnshire', 'Nottinghamshire 2nd XI']"
003e7738,"['Sylhet Division', 'Sylhet Royals', 'Kalabagan Cricket Academy']","['Sylhet Division', 'Kalabagan Cricket Academy']"
004c9e85,"['South Australia', 'East Torrens', 'Western Suburbs', 'Hampshire', 'Middlesex', 'New South Wales', 'Australia', 'Worcestershire', 'Mumbai Indians']","['East Torrens', 'Western Suburbs']"
00547789,"['West Indies', 'Trinidad & Tobago', 'Trinbago Knight Riders']",['Trinidad & Tobago']
00741bc7,"['Boland', 'KwaZulu-Natal', 'Cape Cobras']",['KwaZulu-Natal']
00784913,"['Karnataka', 'North West Warriors', 'Rest of India']","['North West Warriors', 'Rest of India']"
00b195ae,"['Lancashire', 'England', 'Manchester Originals (Men)', 'Lancashire 2nd XI']","['Manchester Originals (Men)', 'Lancashire 2nd XI']"
00cada13,"['Nottinghamshire', 'Nottinghamshire 2nd XI']",['Nottinghamshire 2nd XI']
00cda8e4,"['Melbourne Stars', 'Victoria Second XI']",['Victoria Second XI']
00ea9791,"['Sri Lanka', 'Nondescripts Cricket Club']",['Nondescripts Cricket Club']
011f6b42,"['Uganda', 'Rwenzori Warriors']",['Rwenzori Warriors']
0126ff20,"['Worcestershire', 'Cheshire', 'Lancashire 2nd XI']","['Cheshire', 'Lancashire 2nd XI']"
012829ff,"['New South Wales Second XI', 'Kochi Tuskers Kerala', 'Victoria', 'New South Wales', 'Australia', 'Chennai Super Kings', 'Melbourne Stars', 'Kolkata Knight Riders', 'Durham', 'Quetta Gladiators']",['New South Wales Second XI']
01549705,['Northerns'],['Northerns']
01561e94,['Middlesex 2nd XI'],['Middlesex 2nd XI']
016188b4,"['Sydney Thunder', 'New South Wales XI']",['New South Wales XI']
0162e9c5,"['England', 'Worcestershire 2nd XI', 'Worcestershire', 'Herefordshire', 'Worcestershire Academy']","['Worcestershire 2nd XI', 'Herefordshire', 'Worcestershire Academy']"
0164b064,"['Glamorgan', 'Gold Coast', 'Brisbane Heat', 'Adelaide Strikers', 'Australia', 'Kings XI Punjab', 'Queensland Academy of Sport', 'Queensland']","['Gold Coast', 'Queensland Academy of Sport']"
01698fee,['Gauteng'],['Gauteng']
016e5101,"['South Africa', 'Dolphins', 'Cape Cobras', 'KwaZulu-Natal', 'Western Province', 'South Western Districts']","['KwaZulu-Natal', 'South Western Districts']"
017e2f0d,"['Goa', 'Mangalore United', 'South Zone']","['Mangalore United', 'South Zone']"
0184dc35,"['Karnataka', 'Royal Challengers Bangalore', 'Rajasthan Royals', 'India', 'Scotland', 'Asia XI', 'ICC World XI', 'Canterbury', 'Kent', 'Marylebone Cricket Club']",['Marylebone Cricket Club']
019ca34a,"['Lahore Qalandars', 'Bahawalpur Royals']",['Bahawalpur Royals']
01a95383,"['Gloucestershire', 'Oxfordshire', 'Gloucestershire 2nd XI']","['Oxfordshire', 'Gloucestershire 2nd XI']"
01ab4d37,['Malaysian Armed Forces'],['Malaysian Armed Forces']
01ada0ed,"['Gujarat', 'West Zone']",['West Zone']
01dbf7cf,"['Bangladesh', 'Old DOHS Sports Club', 'Gazi Group Chattogram', 'Rangpur Division', 'Rangpur Rangers']","['Old DOHS Sports Club', 'Gazi Group Chattogram', 'Rangpur Division']"
01dc3ec0,"['Free State', 'South Africa Academy', 'Knights']","['Free State', 'South Africa Academy']"
01f857ae,"['Durham 2nd XI', 'England', 'Durham']",['Durham 2nd XI']
01fcf20f,"['Cheshire', 'Lancashire', 'England']",['Cheshire']
0207ff32,"['Hampshire', 'England', 'London Spirit (Men)', 'Dorset', 'Hampshire 2nd XI']","['London Spirit (Men)', 'Dorset', 'Hampshire 2nd XI']"
020f0699,"['Dambulla Aura', 'B-Love Kandy', 'Kandy Falcons', 'Tamil Union Cricket and Athletic Club']",['Tamil Union Cricket and Athletic Club']
02181d9a,"['Manchester Originals', 'England', 'Thunder', 'Lancashire', 'Super 3s Team']",['Super 3s Team']
025a092b,"['Loughborough Marylebone Cricket Club University (England)', 'Middlesex', 'Essex', 'Middlesex 2nd XI', 'England Lions']","['Loughborough Marylebone Cricket Club University (England)', 'Middlesex 2nd XI', 'England Lions']"
025c4400,"['Gujarat Titans', 'India', 'Rajasthan', 'Rest of India']",['Rest of India']
02635912,"['Warriors', 'Eastern Province', 'South Western Districts']","['Eastern Province', 'South Western Districts']"
0264c10e,"['Rajasthan Royals', 'Cricket Star XI', 'Mumbai Cricket Association XI', 'Mumbai', 'Leicestershire 2nd XI']","['Cricket Star XI', 'Mumbai Cricket Association XI', 'Leicestershire 2nd XI']"
02789d88,"['Khulna Tigers', 'Bangladesh', 'Central Zone (Bangladesh)', 'Gazi Group Chattogram', 'Bangladesh Cricket Board Academy', 'Dhaka Metropolis', 'Mohammedan Sporting Club', 'Dhaka Division', 'Bangladesh Cricket Board XI', 'Minister Group Dhaka', 'Sylhet Strikers', 'Rangpur Riders']","['Central Zone (Bangladesh)', 'Gazi Group Chattogram', 'Bangladesh Cricket Board Academy', 'Dhaka Metropolis', 'Mohammedan Sporting Club', 'Dhaka Division', 'Bangladesh Cricket Board XI']"
029c4618,"['Brisbane Heat', 'Victoria Second XI', 'Victoria', 'Sydney Thunder', 'Tasmania']",['Victoria Second XI']
02b93a83,"['Durham 2nd XI', 'Northumberland', 'Durham Academy', 'Durham']","['Durham 2nd XI', 'Northumberland', 'Durham Academy']"
02ba80a0,"['Cricket Australia XI', 'Melbourne Renegades', 'Melbourne Stars', 'Australia']",['Cricket Australia XI']
02bce9a8,"['Melbourne Stars', 'Ireland', 'Australian Capital Territory', 'New South Wales']",['Australian Capital Territory']
02e831e0,"['Southern Stars', 'Kenya']",['Southern Stars']
02e83ac5,"['Bangladesh', 'Chattogram Challengers', 'Rangpur Division', 'Chittagong Kings', 'North Zone (Bangladesh)', 'Rajshahi Division']","['Rangpur Division', 'North Zone (Bangladesh)', 'Rajshahi Division']"
02f4b99c,['Air India'],['Air India']
030f3089,"['Rajasthan Royals', 'India Emerging Team']",['India Emerging Team']
031b389c,"['Goa', 'Royal Challengers Bangalore', 'India', 'India Blue']",['India Blue']
032c7eab,['Hungary XI'],['Hungary XI']
032e4384,"['Lions', 'Eastern Province']",['Eastern Province']
0348f9a5,"['Ireland', 'Leinster', 'Ireland Academy']","['Leinster', 'Ireland Academy']"
03521fd3,"['New Zealand', 'Marylebone Cricket Club Young Cricketers', 'Sydney Thunder', 'Canterbury', 'Durham 2nd XI']","['Marylebone Cricket Club Young Cricketers', 'Durham 2nd XI']"
035cb925,"['Warriors', 'Africa XI', 'South Africa', 'Nottinghamshire', 'Mumbai Indians', 'Lancashire', 'Western Province Boland', 'Western Province', 'Eastern Province']","['Western Province Boland', 'Eastern Province']"
0372c4c5,"['Gulbarga Mystics', 'Bijapur Bulls', 'Karnataka', 'Hubli Tigers']","['Gulbarga Mystics', 'Bijapur Bulls', 'Hubli Tigers']"
03a83c50,"['Sunrisers Hyderabad', 'Chattogram Challengers', 'Jaffna', 'Sri Lanka', 'Jaffna Kings', 'Tamil Union Cricket and Athletic Club', 'MI Emirates']","['Jaffna', 'Tamil Union Cricket and Athletic Club']"
03c98aa6,['Staffordshire'],['Staffordshire']
03ce169b,"['Pakistan National Shipping Corporation', 'Hyderabad (Pakistan)', 'Sui Gas Corporation of Pakistan']","['Pakistan National Shipping Corporation', 'Hyderabad (Pakistan)', 'Sui Gas Corporation of Pakistan']"
03d3dd8e,"['VRA Cricket', 'Netherlands', 'Voorburg CC']","['VRA Cricket', 'Voorburg CC']"
03d70cd8,"['West Africa', 'Nigeria']",['West Africa']
03df7a25,"['Manchester Originals (Men)', 'Glamorgan', 'Surrey 2nd XI', 'Welsh Fire (Men)', 'Surrey', 'Warwickshire']","['Manchester Originals (Men)', 'Surrey 2nd XI', 'Welsh Fire (Men)']"
03ff4a44,"['Fortune Barishal', 'Gemcon Khulna', 'Cricket Coaching School', 'South Zone (Bangladesh)', 'Barisal Division']","['Gemcon Khulna', 'Cricket Coaching School', 'South Zone (Bangladesh)', 'Barisal Division']"
04029c44,"['Gujranwala Cricket Association', 'Hong Kong']",['Gujranwala Cricket Association']
0404d43c,"['Bangladesh', 'Jamaica Tallawahs', 'Gazi Group Chattogram', 'Rangpur Division', 'Rajshahi Royals', 'North Zone (Bangladesh)', 'Kolkata Knight Riders', 'Surrey Jaguars', 'Dhaka Gladiators', 'East Zone (Bangladesh)', 'Comilla Victorians', 'Galle Titans']","['Gazi Group Chattogram', 'Rangpur Division', 'North Zone (Bangladesh)', 'Surrey Jaguars', 'East Zone (Bangladesh)']"
0410f8b0,['Leinster'],['Leinster']
04381402,"['Rubies', 'England Academy', 'South East Stars', 'Surrey Stars', 'Oval Invincibles', 'Kent']","['Rubies', 'England Academy']"
043e9623,"['Lancashire', 'Lancashire 2nd XI']",['Lancashire 2nd XI']
0443414a,"['Bangladesh', 'Rangpur Division', 'North Zone (Bangladesh)', 'Victoria Sporting Club', 'Barisal Division']","['Rangpur Division', 'North Zone (Bangladesh)', 'Victoria Sporting Club', 'Barisal Division']"
047c67ba,"['Islamabad Cricket Association', 'Ireland', 'Sussex', 'Pakistan International Airlines', 'Lahore Badshahs', 'Surrey', 'Pakistan']","['Islamabad Cricket Association', 'Pakistan International Airlines', 'Lahore Badshahs']"
047e80ca,"['Partex Sporting Club', 'Durdanto Dhaka']",['Partex Sporting Club']
0480aba6,"['Sylhet Division', 'Bangladesh', 'Maharashtra', 'Chattogram Challengers', 'Prime Bank Cricket Club', 'Chittagong Kings', 'East Zone (Bangladesh)', 'UCB-BCB Eleven']","['Sylhet Division', 'Prime Bank Cricket Club', 'East Zone (Bangladesh)', 'UCB-BCB Eleven']"
04a5b56e,"['South Africa', 'Cape Cobras', 'University Sports South Africa XI', 'Boland', 'Western Province', 'Gauteng']","['University Sports South Africa XI', 'Gauteng']"
04cd872b,"['Essex', 'England', 'Essex 2nd XI']",['Essex 2nd XI']
04f201cc,['HCC'],['HCC']
04f4f2e1,"['Rawalpindi', 'United Arab Emirates']",['Rawalpindi']
050492b0,"['Bengal', 'India', 'East Zone', 'Asia XI', 'India Red']","['East Zone', 'India Red']"
054bf55d,"['Sylhet Division', 'Ragama Cricket Club', 'Moors Sports Club', 'Panadura Sports Club', 'Colts Cricket Club', 'Abahani Limited', 'Sri Lanka', 'Ruhuna', 'Tamil Union Cricket and Athletic Club', 'Bloomfield Cricket and Athletic Club']","['Sylhet Division', 'Ragama Cricket Club', 'Moors Sports Club', 'Panadura Sports Club', 'Colts Cricket Club', 'Abahani Limited', 'Ruhuna', 'Tamil Union Cricket and Athletic Club', 'Bloomfield Cricket and Athletic Club']"
055e8d7b,"['University Sports South Africa XI', 'Lions', 'North West']",['University Sports South Africa XI']
05625364,"['Netherlands', 'Rood en Wit']",['Rood en Wit']
05bb5fcf,"['Marians Ladies', 'Sri Lanka', 'Colombo Young Cricket Club', 'Colts Cricket Club']","['Marians Ladies', 'Colombo Young Cricket Club', 'Colts Cricket Club']"
05c2ca46,"['South Africa', 'Dubai Capitals', 'Northerns', 'Somerset', 'Royal Challengers Bangalore', 'Team Abu Dhabi', 'Titans', 'Brisbane Heat', 'Netherlands', 'London Spirit (Men)', 'Barbados Royals', 'Welsh Fire (Men)', 'St Lucia Zouks', 'Sunrisers Eastern Cape', 'Northern Superchargers (Men)', 'Delhi Daredevils']","['Northerns', 'Team Abu Dhabi', 'London Spirit (Men)', 'Welsh Fire (Men)', 'Northern Superchargers (Men)']"
05d74535,"['Pakistan', 'Islamabad Cricket Association', 'Water and Power Development Authority', 'Faisalabad', 'Khan Research Labs', 'Zarai Taraqiati Bank Limited', 'Islamabad United', 'Worcestershire', 'Antigua Hawksbills', 'Dhaka Gladiators']","['Islamabad Cricket Association', 'Water and Power Development Authority', 'Faisalabad', 'Khan Research Labs', 'Zarai Taraqiati Bank Limited']"
05da443b,"['Agriculture Development Bank of Pakistan', 'Pakistan Cricket Board Blues', 'Multan', 'North of Pakistan', 'Pakistan', 'Lahore Lions', 'Sui Northern Gas Pipelines Limited']","['Agriculture Development Bank of Pakistan', 'Pakistan Cricket Board Blues', 'Multan', 'North of Pakistan', 'Lahore Lions', 'Sui Northern Gas Pipelines Limited']"
05de1a5a,"['Surrey 2nd XI', 'Ireland', 'Derbyshire', 'Surrey']",['Surrey 2nd XI']
05f96194,"['Derbyshire 2nd XI', 'Desert Vipers', 'Scotland', 'Leicestershire 2nd XI', 'Northern Superchargers (Men)', 'Durham 2nd XI']","['Derbyshire 2nd XI', 'Leicestershire 2nd XI', 'Northern Superchargers (Men)', 'Durham 2nd XI']"
0605de92,"['Essex', 'New Zealand', 'Otago', 'Worcestershire', 'New Zealand XI']",['New Zealand XI']
0637aa94,"['Sylhet Division', 'Bangladesh', 'Sylhet Thunder', 'Prime Bank Cricket Club', 'Mohammedan Sporting Club', 'Cricket Coaching School', 'Dhaka Division', 'Chittagong Vikings', 'Sylhet Super Stars', 'Sylhet Royals']","['Sylhet Division', 'Prime Bank Cricket Club', 'Mohammedan Sporting Club', 'Cricket Coaching School', 'Dhaka Division']"
06653fcc,"['Pakistan', 'Amazons']",['Amazons']
06659caa,"['South Africa', 'South Africa Emerging Players', 'North West']",['South Africa Emerging Players']
0677d2ad,"['West Indies B', 'West Indies', 'Jamaica Tallawahs', 'Jamaica']",['West Indies B']
067bda18,"['Nottinghamshire', 'England', 'Derbyshire', 'Derbyshire 2nd XI']",['Derbyshire 2nd XI']
068c47d2,"['Scotland', 'Herefordshire']",['Herefordshire']
069c55b1,"['Kent', 'Kent 2nd XI', 'Suffolk', 'Essex 2nd XI']","['Kent 2nd XI', 'Suffolk', 'Essex 2nd XI']"
06c2de82,"['Sharjah Warriors', 'Somerset', 'Joburg Super Kings', 'Karachi Kings', 'Brisbane Heat', 'England', 'Somerset 2nd XI', 'Trent Rockets (Men)', 'Bangla Tigers', 'Islamabad United', 'Devon', 'Peshawar Zalmi', 'Rangpur Rangers']","['Somerset 2nd XI', 'Trent Rockets (Men)', 'Bangla Tigers', 'Devon']"
06cad4f0,"['Sharjah Warriors', 'Team Abu Dhabi', 'New York Strikers', 'Abu Dhabi Knight Riders', 'United Arab Emirates']","['Team Abu Dhabi', 'New York Strikers']"
06fc82b8,"['Zimbabwe', 'Mid West Rhinos', 'Bangla Tigers']","['Mid West Rhinos', 'Bangla Tigers']"
0725d3d2,"['South Africa', 'Easterns']",['Easterns']
07485bb9,"['Marians Ladies', 'Colombo Cricket Club', 'Sri Lanka', 'Slimline Sport Club']","['Marians Ladies', 'Colombo Cricket Club', 'Slimline Sport Club']"
074acfb4,"['Lahore Eagles', 'Lahore Shalimar', 'Team Abu Dhabi', 'Pakistan', 'Lahore Lions', 'MI Emirates', 'United Arab Emirates']","['Lahore Eagles', 'Lahore Shalimar', 'Team Abu Dhabi', 'Lahore Lions']"
075e9f9c,"['Barisal Division', 'Bangladesh']",['Barisal Division']
07687c15,"['Northern Warriors', 'Lahore Qalandars', 'Deccan Gladiators', 'Sialkot Stallions', 'United Arab Emirates']","['Northern Warriors', 'Deccan Gladiators', 'Sialkot Stallions']"
0771bb8c,['Australian Capital Territory'],['Australian Capital Territory']
0773c16a,"['South Africa', 'MI Cape Town', 'Northerns']",['Northerns']
078f166f,['Colts Cricket Club'],['Colts Cricket Club']
078ffbf2,"['England Development Programme', 'Derbyshire 2nd XI', 'England', 'Staffordshire', 'Leicestershire']","['England Development Programme', 'Derbyshire 2nd XI', 'Staffordshire']"
079d9bdc,"['Netherlands', 'HBS']",['HBS']
07a67c50,"['Dhaka Division', 'Chittagong Division', 'Bangladesh', 'BCB Select XI']","['Dhaka Division', 'Chittagong Division', 'BCB Select XI']"
07b6c3c1,"['Sri Lanka Emerging Team', 'Dambulla Sixers', 'Galle Gladiators', 'Colombo Kings', 'Sri Lanka', 'Nondescripts Cricket Club', 'Colombo Cricket Club']","['Sri Lanka Emerging Team', 'Nondescripts Cricket Club', 'Colombo Cricket Club']"
07c8a2f4,"['Marylebone Cricket Club Young Cricketers', 'Cumberland', 'Lancashire', 'Northamptonshire', 'Lancashire 2nd XI']","['Marylebone Cricket Club Young Cricketers', 'Cumberland', 'Lancashire 2nd XI']"
0816fb1e,"['Tasmania', 'Australian Capital Territory', 'Australia', 'Sydney Thunder']",['Australian Capital Territory']
0827b38d,"['South Africa', 'Easterns', 'Titans', 'Northern Cape', 'Lions', 'Gauteng', 'North West']","['Easterns', 'Northern Cape', 'Gauteng']"
083e01d9,"['Bangla Tigers', 'Abu Dhabi Knight Riders', 'Bombay Deccan', 'Chennai Braves', 'Abu Dhabi', 'United Arab Emirates']","['Bangla Tigers', 'Bombay Deccan', 'Chennai Braves', 'Abu Dhabi']"
08548b13,"['B-Love Kandy', 'Sylhet Strikers', 'Colombo', 'Kandy Falcons', 'Sri Lanka', 'Colombo Cricket Club', 'Tamil Union Cricket and Athletic Club']","['Colombo', 'Colombo Cricket Club', 'Tamil Union Cricket and Athletic Club']"
086f5984,"['Multan Sultans', 'Middlesex', 'Abbottabad', 'Lancashire', 'Abbottabad Rhinos', 'Pakistan', 'Peshawar Zalmi', 'Rangpur Rangers']","['Abbottabad', 'Abbottabad Rhinos']"
087210b1,"['South Africa XI', 'South Africa', 'Cape Cobras', 'Paarl Royals', 'Lancashire', 'Lahore Qalandars', 'Lions', 'Northern Superchargers (Men)', 'Gauteng', 'South Western Districts']","['South Africa XI', 'Northern Superchargers (Men)', 'Gauteng', 'South Western Districts']"
0890552f,"['Mangalore United', 'Karnataka', 'Shivamogga Lions', 'Gujarat Titans', 'Bijapur Bulls']","['Mangalore United', 'Shivamogga Lions', 'Bijapur Bulls']"
08918f07,"['Leicestershire', 'Leicestershire 2nd XI']",['Leicestershire 2nd XI']
08a4f9ad,"['Antigua and Barbuda', 'St Kitts and Nevis Patriots', 'Barbados Royals', 'Kandy Warriors', 'West Indies', 'Antigua Hawksbills', 'Leeward Islands', 'Sylhet Sunrisers', 'Sagicor High Performance Centre']","['Antigua and Barbuda', 'Sagicor High Performance Centre']"
08a935b0,"['Glamorgan 2nd XI', 'Cardiff MCCU', 'Marylebone Cricket Club Universities']","['Glamorgan 2nd XI', 'Cardiff MCCU', 'Marylebone Cricket Club Universities']"
090f9211,"['Bangladesh', 'Central Zone (Bangladesh)', 'Dhaka Division', 'Bangladesh Cricket Board Green', 'Khulna Royal Bengals']","['Central Zone (Bangladesh)', 'Dhaka Division', 'Bangladesh Cricket Board Green']"
091001f8,"['Welsh Fire', 'Wales Minor Counties']",['Wales Minor Counties']
091cd172,['Wiltshire'],['Wiltshire']
0939c670,"['Kenya XI', 'Africa XI', 'Kenya', 'Coast Pekee']","['Kenya XI', 'Coast Pekee']"
093ae70b,"['Pakistan Customs', 'Southern Superstars', 'Marylebone Cricket Club Young Cricketers', 'Marylebone Cricket Club', 'Afghanistan']","['Pakistan Customs', 'Southern Superstars', 'Marylebone Cricket Club Young Cricketers', 'Marylebone Cricket Club']"
0940c7e0,"['Surrey 2nd XI', 'Surrey']",['Surrey 2nd XI']
09497f5a,"['Lions', 'South Africa', 'Gauteng', 'North West']",['Gauteng']
096601c5,['Ivory Coast'],['Ivory Coast']
098229a5,"['New South Wales', 'Western Australia', 'Durham 2nd XI']",['Durham 2nd XI']
098a757c,"['Brampton Wolves', 'New York Strikers', 'Sharjah Warriors', 'United Arab Emirates']","['Brampton Wolves', 'New York Strikers']"
099135ad,"['Desert Vipers', 'Deccan Gladiators', 'United Arab Emirates']",['Deccan Gladiators']
09a341f9,"['Tamil Nadu', 'Nellai Royal Kings']",['Nellai Royal Kings']
09cb47d4,"['Orissa Cricket Association XI', 'Orissa']","['Orissa Cricket Association XI', 'Orissa']"
0a12e736,"['Sussex', 'Middlesex', 'Middlesex 2nd XI', 'Gloucestershire', 'Sussex 2nd XI', 'Buckinghamshire', 'Surrey', 'Gloucestershire 2nd XI']","['Middlesex 2nd XI', 'Sussex 2nd XI', 'Buckinghamshire', 'Gloucestershire 2nd XI']"
0a2184d9,"['Sri Lanka Team', 'Galle', 'Galle Gladiators', 'Colts Cricket Club', 'Colombo Stars', 'Kandy', 'Northern Warriors', 'Chennai Braves', 'Sri Lanka', 'Galle Marvels']","['Sri Lanka Team', 'Galle', 'Colts Cricket Club', 'Kandy', 'Northern Warriors', 'Chennai Braves']"
0a2d45b0,"['Sri Lanka Emerging Team', 'Kandy Falcons', 'Sri Lanka', 'Colombo Cricket Club', 'Dambulla', 'Galle Marvels']","['Sri Lanka Emerging Team', 'Colombo Cricket Club', 'Dambulla']"
0a3049c5,"['South Australia', 'Victoria', 'Independents', 'Richmond']","['Independents', 'Richmond']"
0a396666,"['Derbyshire', 'Derbyshire 2nd XI']",['Derbyshire 2nd XI']
0a3d54b9,"['Baroda', 'Gujarat Titans', 'Rest of India', 'Jharkhand', 'Delhi', 'Australian Institute of Sport', 'Kolkata Knight Riders', 'India Emerging Players', 'Australian Centre of Excellence', 'Rajasthan Royals', 'Madras Rubber Factory', 'Delhi Daredevils', 'Royal Challengers Bangalore', 'India', 'India Green', 'Kings XI Punjab', 'Durham', 'India Red', 'India B']","['Rest of India', 'Australian Institute of Sport', 'India Emerging Players', 'Australian Centre of Excellence', 'Madras Rubber Factory', 'India Green', 'India Red', 'India B']"
0a4736eb,"['Barbados Tridents', 'Jamaica Tallawahs', 'Faisalabad', 'Hobart Hurricanes', 'New York Strikers', 'Vancouver Knights', 'Pokhara Rhinos', 'Punjab (Pakistan)', 'United Bank Limited', 'Faisalabad Region', 'Danube Lions', 'Dhaka Platoon', 'Sui Gas Corporation of Pakistan', 'Edmonton Royals', 'Islamabad United', 'Pakistan', 'Sind', 'B-Love Kandy', 'St Kitts and Nevis Patriots', 'Cape Town Blitz', 'Peshawar Zalmi']","['Faisalabad', 'New York Strikers', 'Vancouver Knights', 'Pokhara Rhinos', 'Punjab (Pakistan)', 'United Bank Limited', 'Faisalabad Region', 'Danube Lions', 'Sui Gas Corporation of Pakistan', 'Edmonton Royals', 'Sind']"
0a4c6dfd,"['Peshawar', 'Islamabad', 'Pakistan Railways', 'Allied Bank', 'ICL Pakistan XI', 'Lahore Badshahs', 'Quetta', 'Pakistan']","['Peshawar', 'Islamabad', 'Pakistan Railways', 'Allied Bank', 'ICL Pakistan XI', 'Lahore Badshahs', 'Quetta']"
0a4ebc61,"['Warriors', 'Berkshire', 'South Africa', 'Cape Cobras', 'Middlesex', 'Rajasthan Royals', 'Border', 'Lions', 'Kent']","['Berkshire', 'Border']"
0a67aec0,"['Bengal', 'India', 'Rest of India', 'Royal Challengers Bangalore']",['Rest of India']
0a7c6649,"['Hampshire', 'Hampshire 2nd XI', 'Derbyshire', 'Derbyshire 2nd XI']","['Hampshire 2nd XI', 'Derbyshire 2nd XI']"
0a8fce53,"['Bangladesh', 'Sussex', 'Gazi Group Chattogram', 'Rajasthan Royals', 'Dambulla Sixers', 'Rangpur Rangers', 'Chennai Super Kings', 'Mumbai Indians', 'Delhi Capitals', 'Abahani Limited', 'Lahore Qalandars', 'South Zone (Bangladesh)', 'Sunrisers Hyderabad', 'Khulna Division', 'Comilla Victorians']","['Gazi Group Chattogram', 'Abahani Limited', 'South Zone (Bangladesh)', 'Khulna Division']"
0aadc906,"['Baroda', 'Bhilwara Kings', 'Rajasthan Royals', 'India', 'Mumbai Indians', 'India Red']","['Bhilwara Kings', 'India Red']"
0af3426f,"['Pune Warriors', 'Maharashtra', 'Kolkata Knight Riders', 'India Red', 'Nagaland']",['India Red']
0af4a90b,"['Melbourne Stars', 'Australian Capital Territory', 'Sydney Sixers']",['Australian Capital Territory']
0b130202,"['Nottinghamshire', 'New Zealand', 'Chandigarh Lions', 'Northern Districts', 'ICC World XI', 'Canterbury']",['Chandigarh Lions']
0b7363da,"['Bangladesh', 'Beximco Dhaka', 'Fortune Barishal', 'Chittagong Division', 'Chattogram Challengers', 'Sheikh Jamal Dhanmondi Club', 'Bangladesh Cricket Board XI']","['Beximco Dhaka', 'Chittagong Division', 'Sheikh Jamal Dhanmondi Club', 'Bangladesh Cricket Board XI']"
0b78b7c1,"['Pakistan', 'Pakistan Cricket Board XI']",['Pakistan Cricket Board XI']
0b8be981,"['Hampshire', 'Hampshire Cricket Academy', 'Sussex 2nd XI', 'Guernsey', 'Hampshire 2nd XI']","['Hampshire Cricket Academy', 'Sussex 2nd XI', 'Hampshire 2nd XI']"
0b960e01,"['Madhya Pradesh', 'Rajasthan Royals', 'Negombo Cricket Club', 'Kalabagan Cricket Academy', 'Indore']","['Negombo Cricket Club', 'Kalabagan Cricket Academy', 'Indore']"
0b9a4ad6,"['Middlesex', 'Middlesex 2nd XI']",['Middlesex 2nd XI']
0ba03cec,"['Free State', 'South Africa', 'Knights', 'North West']",['Free State']
0bacade8,"['Khost Province', 'Gujarat Titans', 'Dubai Capitals', 'New York Strikers', 'Kolkata Knight Riders', 'Jaffna Kings', 'Colombo Strikers', 'Kandy Tuskers', 'Multan Sultans', 'UP Nawabs', 'Boost Region', 'Guyana Amazon Warriors', 'Islamabad United', 'Afghanistan', 'Khulna Tigers', 'Sharjah Warriors', 'Fortune Barishal', 'Kabul Eagles', 'Bangla Tigers Mississauga', 'Rangpur Rangers', 'Mis Ainak Knights']","['Khost Province', 'New York Strikers', 'UP Nawabs', 'Boost Region', 'Kabul Eagles', 'Bangla Tigers Mississauga', 'Mis Ainak Knights']"
0bde8443,"['Surrey 2nd XI', 'Surrey']",['Surrey 2nd XI']
0be1b885,"['Essex', 'Pakistan Reserves', 'Karachi', 'Pakistan National Shipping Corporation', 'Pakistan', 'Habib Bank Limited']","['Pakistan Reserves', 'Karachi', 'Pakistan National Shipping Corporation', 'Habib Bank Limited']"
0bec3a6c,"['Birmingham Phoenix (Men)', 'Hampshire', 'St Kitts and Nevis Patriots', 'Desert Vipers', 'Chattogram Challengers', 'Punjab Kings', 'Colombo Stars', 'Bangla Tigers', 'Gloucestershire', 'Khulna Titans', 'Melbourne Renegades', 'Unicorns', 'Gloucestershire 2nd XI', 'Hampshire 2nd XI', 'Sylhet Strikers', 'Peshawar Zalmi', 'Rangpur Riders']","['Birmingham Phoenix (Men)', 'Bangla Tigers', 'Unicorns', 'Gloucestershire 2nd XI', 'Hampshire 2nd XI']"
0bf15e52,"['Sharjah Warriors', 'Dr DY Patil Sports Academy', 'Seattle Orcas', 'West Zone', 'Air India Red', 'Atlanta Riders', 'Rajasthan Royals', 'Tripura', 'India', 'Surrey Jaguars', 'Mumbai', 'Rest of India', 'United States of America', 'India B', 'Rangpur Riders']","['Dr DY Patil Sports Academy', 'West Zone', 'Air India Red', 'Atlanta Riders', 'Surrey Jaguars', 'Rest of India', 'India B']"
0bfcc974,"['Surrey 2nd XI', 'Glamorgan 2nd XI', 'Glamorgan', 'Surrey']","['Surrey 2nd XI', 'Glamorgan 2nd XI']"
0c0eb448,['Rizvi Mumbai'],['Rizvi Mumbai']
0c0ef3fb,"['Punjab', 'Punjab Kings', 'Punjab Cricket Association XI']",['Punjab Cricket Association XI']
0c13675e,"['Orissa', 'India']",['Orissa']
0c5bb005,"['Sussex', 'England', 'Sussex 2nd XI', 'Warwickshire 2nd XI', 'Warwickshire']","['Sussex 2nd XI', 'Warwickshire 2nd XI']"
0c5c3a87,"['Sydney Sixers', 'New South Wales', 'Basnahira Cricket Dundee', 'Sydney Thunder']",['Basnahira Cricket Dundee']
0c5f662b,"['Isle of Man', 'Lancashire Cricket Academy']",['Lancashire Cricket Academy']
0c637131,"['Berkshire', 'Netherlands', 'Boland', 'Western Province', 'Leicestershire']",['Berkshire']
