player_id,teams,unlisted_teams
4c9c19e3,"['Free State', 'South Africa Academy']","['Free State', 'South Africa Academy']"
4cbf2e06,"['Pakistan', 'Karachi Whites', 'Quetta Gladiators']",['Karachi Whites']
4cd3960e,"['Panadura Sports Club', 'Badureliya Sports Club', 'Sri Lanka', 'Sebastianites Cricket and Athletic Club']","['Panadura Sports Club', 'Badureliya Sports Club', 'Sebastianites Cricket and Athletic Club']"
4cf60e73,"['Trent Rockets', 'Hertfordshire', 'South East Stars', 'Birmingham Phoenix', 'Oval Invincibles']",['Hertfordshire']
4cf8708b,"['Pakistan', 'Super', 'Pakistan Emerging Players']","['Super', 'Pakistan Emerging Players']"
4d05a82e,"['Netherlands', 'North Holland Hurricanes']",['North Holland Hurricanes']
4d220a66,"['Hampshire Cricket Board', 'New Zealand', 'Wellington']",['Hampshire Cricket Board']
4d3097d8,"['South Island', 'New Zealand', 'Northern Districts', 'Otago', 'Canterbury', 'Auckland', 'New Zealand Academy']","['South Island', 'New Zealand Academy']"
4d3d1792,"['Gujranwala Cricket Association', 'Malaysia']",['Gujranwala Cricket Association']
4d43c9f8,"['South Australia', 'England', 'Durham MCCU']",['Durham MCCU']
4d4605e6,"['South Africa', 'Sydney Sixers', 'London Spirit', 'Southern Brave', 'Hobart Hurricanes', 'Guyana Amazon Warriors', 'Barbados Royals', 'Mumbai Indians', 'KwaZulu-Natal', 'Sydney Thunder']",['KwaZulu-Natal']
4d5a1617,"['Southern Superstars', 'Rajasthan', 'Royal Challengers Bangalore']",['Southern Superstars']
4d748b6a,"['Queensland Second XI', 'Australian Capital Territory']","['Queensland Second XI', 'Australian Capital Territory']"
4d7f517e,"['Multan Sultans', 'Bravo XI', 'Southern Brave (Men)', 'Washington Freedom', 'New York Strikers', 'Sunrisers Hyderabad', 'Trinidad & Tobago', 'West Indies', 'Melbourne Renegades', 'Abu Dhabi Knight Riders', 'Quetta Gladiators', 'Leeward Islands', 'Barbados Tridents', 'Dhaka Dynamites', 'MI Emirates', 'Trinbago Knight Riders']","['Bravo XI', 'Southern Brave (Men)', 'New York Strikers', 'Trinidad & Tobago']"
4d927a2e,"['Western Australia', 'Perth Scorchers', 'National Performance Squad']",['National Performance Squad']
4d9f9686,"['Khulna Tigers', 'Bangladesh', 'Fortune Barishal', 'Gazi Group Chattogram', 'Dhaka Dominators', 'Comilla Warriors', 'Cumilla Warriors', 'South Zone (Bangladesh)', 'Dhaka Gladiators', 'Khulna Division', 'Rangpur Riders']","['Gazi Group Chattogram', 'Comilla Warriors', 'South Zone (Bangladesh)', 'Khulna Division']"
4db71b2e,"['Bahrain', 'Islamabad']",['Islamabad']
4dcd505e,"['Bangladesh', 'Khulna Division']",['Khulna Division']
4dd262d6,"['United States of America', 'India Blue']",['India Blue']
4de69d5e,"['Hermes DVS', 'Netherlands']",['Hermes DVS']
4e017436,"['Bangladesh', 'Bangladesh Emerging Players']",['Bangladesh Emerging Players']
4e04666c,"['Royal Challengers Bangalore', 'Maharashtra', 'Manipal Tigers', 'Mumbai Indians', 'Tripura']",['Manipal Tigers']
4e1627a8,"['Canada', 'Winnipeg Hawks']",['Winnipeg Hawks']
4e18e961,"['Somerset', 'Birmingham Phoenix (Men)', 'St Kitts and Nevis Patriots', 'Somerset 2nd XI', 'England', 'Deccan Gladiators', 'Quetta Gladiators', 'England Lions', 'MI Emirates', 'Bengal Tigers']","['Birmingham Phoenix (Men)', 'Somerset 2nd XI', 'Deccan Gladiators', 'England Lions', 'Bengal Tigers']"
4e1b02fb,"['Pakistan', 'Bahawalpur', 'Habib Bank Limited', 'Water and Power Development Authority']","['Bahawalpur', 'Habib Bank Limited', 'Water and Power Development Authority']"
4e1c9f6e,"['Oman', 'Oman Development XI']",['Oman Development XI']
4e22db41,['Hungary XI'],['Hungary XI']
4e38a3d6,['Sudur Paschim Province'],['Sudur Paschim Province']
4e5cf2d6,"['Hong Kong', 'Lahore City', 'Pakistan University Grants Commission']","['Lahore City', 'Pakistan University Grants Commission']"
4e602f29,"['B-Love Kandy', 'Tamil Union Cricket and Athletic Club', 'Sri Lanka', 'Colombo Kings']",['Tamil Union Cricket and Athletic Club']
4e66ae69,['Staffordshire'],['Staffordshire']
4e7aa570,"['West Indies', 'Trinidad & Tobago']",['Trinidad & Tobago']
4eb02f2e,"['Sinhalese Sports Club', 'Colombo Kings', 'Colombo', 'Dambulla Aura', 'Sri Lanka Cricket Development XI', 'Sebastianites Cricket and Athletic Club']","['Sinhalese Sports Club', 'Colombo', 'Sri Lanka Cricket Development XI', 'Sebastianites Cricket and Athletic Club']"
4ebc70ca,"['Scotland', 'Marylebone Cricket Club Young Cricketers', 'Durham 2nd XI', 'Durham']","['Marylebone Cricket Club Young Cricketers', 'Durham 2nd XI']"
4ec07775,"['Impi', 'Essex', 'Otago', 'Netherlands', 'Chittagong Kings', 'Kolkata Knight Riders', 'Canterbury', 'Western Province', 'Tasmania', 'Mashonaland Eagles', 'All Stars']","['Mashonaland Eagles', 'All Stars']"
4eebb3e5,"['Hermes DVS', 'Netherlands']",['Hermes DVS']
4f1a7dba,['Derbyshire 2nd XI'],['Derbyshire 2nd XI']
4f1bb625,"['Multan Sultans', 'Khyber Pakhtunkhwa', 'Quetta Gladiators', 'Pakistan', 'Peshawar Zalmi']",['Khyber Pakhtunkhwa']
4f21dc48,"['Pakistan', 'Hong Kong Island United', 'Hong Kong', 'Kowloon Cantons']","['Hong Kong Island United', 'Kowloon Cantons']"
4f421623,"['Warriors', 'Border']",['Border']
4f629497,"['Hampshire', 'New Zealand', 'Kolkata Knight Riders', 'Canterbury', 'Delhi Giants', 'Warwickshire']",['Delhi Giants']
4f7279a4,"['Punjab Stallions', 'Zarai Taraqiati Bank Limited', 'Pakistan Customs', 'Sialkot', 'Lahore Qalandars', 'National Bank of Pakistan', 'Pakistan', 'Sialkot Stallions', 'Rawalpindi Rams', 'Sui Northern Gas Pipelines Limited']","['Punjab Stallions', 'Zarai Taraqiati Bank Limited', 'Pakistan Customs', 'Sialkot', 'National Bank of Pakistan', 'Sialkot Stallions', 'Rawalpindi Rams', 'Sui Northern Gas Pipelines Limited']"
4f76f6a9,"['South Africa', 'Gauteng']",['Gauteng']
4f88a917,"['Spain', 'Cambridgeshire']",['Cambridgeshire']
4fad64fd,['Lancashire 2nd XI'],['Lancashire 2nd XI']
4fbb35dd,"['Trinidad', 'Tamil Nadu', 'India', 'South Trinidad']","['Trinidad', 'South Trinidad']"
4fc516bd,"['Ragama Cricket Club', 'Gloucestershire', 'Kalutara Town Club', 'Galle Cricket Club', 'Sri Lanka', 'Nondescripts Cricket Club', 'Kent', 'Tamil Union Cricket and Athletic Club', 'Basnahira South']","['Ragama Cricket Club', 'Kalutara Town Club', 'Galle Cricket Club', 'Nondescripts Cricket Club', 'Tamil Union Cricket and Athletic Club', 'Basnahira South']"
4fc7fc34,"['Mysuru Warriors', 'Bengaluru Blasters', 'Karnataka', 'Belagavi Panthers']","['Mysuru Warriors', 'Bengaluru Blasters', 'Belagavi Panthers']"
4fd09cfc,"['England', 'Durham Academy', 'Marylebone Cricket Club Young Cricketers', 'Oval Invincibles (Men)', 'Durham', 'Northern Superchargers (Men)', 'Durham 2nd XI']","['Durham Academy', 'Marylebone Cricket Club Young Cricketers', 'Oval Invincibles (Men)', 'Northern Superchargers (Men)', 'Durham 2nd XI']"
50276fee,"['Gloucestershire', 'Gloucestershire 2nd XI']",['Gloucestershire 2nd XI']
5044f30d,"['Canada', 'Trinidad & Tobago']",['Trinidad & Tobago']
5056011d,"['World-XI', 'Sussex', 'Hampshire', 'Hobart Hurricanes', 'Middlesex', 'Australia', 'Chennai Super Kings', 'Scotland', 'Melbourne Stars', 'Kings XI Punjab', 'Rising Pune Supergiants', 'Tasmania', 'Montreal Tigers']","['World-XI', 'Montreal Tigers']"
506caa6a,"['Antigua and Barbuda', 'St Kitts and Nevis Patriots', 'Antigua XI', 'Antigua Hawksbills', 'Leeward Islands']","['Antigua and Barbuda', 'Antigua XI']"
50c6bc2b,"['Sharjah Warriors', 'Birmingham Phoenix (Men)', 'Karachi Kings', 'Rajasthan Royals', 'England', 'MI Cape Town', 'Punjab Kings', 'Bangla Tigers', 'Cumberland', 'Lancashire', 'Royal Challengers Bengaluru', 'Lancashire 2nd XI', 'Peshawar Zalmi', 'Perth Scorchers']","['Birmingham Phoenix (Men)', 'Bangla Tigers', 'Cumberland', 'Lancashire 2nd XI']"
50ee0500,"['Ireland', 'Northern Districts', 'Central Districts', 'South Leinster']",['South Leinster']
51080a1f,"['Netherlands', 'Rood en Wit']",['Rood en Wit']
51355a30,"['Titans', 'South Africa', 'Easterns', 'Warriors']",['Easterns']
5147c792,"['Cambridgeshire', 'Leicestershire', 'Leicestershire 2nd XI']","['Cambridgeshire', 'Leicestershire 2nd XI']"
5173fb9d,"['Bangladesh', 'Khulna Division', 'South Zone (Bangladesh)', 'Rangpur Riders']","['Khulna Division', 'South Zone (Bangladesh)']"
518d96de,"['Canada', 'Toronto Nationals']",['Toronto Nationals']
519c30cb,"['Seattle Orcas', 'Western Suburbs', 'Brisbane Heat', 'Melbourne Renegades', 'United States of America', 'Queensland', 'Western Australia', 'Perth Scorchers']",['Western Suburbs']
51a36d3e,"['Central Districts', 'Jamaica Tallawahs', 'New Zealand', 'Scotland', 'Canterbury', 'Montreal Tigers', 'Auckland']",['Montreal Tigers']
51a3c5ef,"['Lahore Qalandars', 'New Zealand', 'Toronto Nationals', 'New Zealand Emerging Players', 'North Island', 'New Zealand XI', 'Punjabi Legends', 'Manipal Tigers', 'Lancashire', 'Maratha Arabians', 'Central Districts', 'St Lucia Stars', 'Karachi Kings', 'Middlesex', 'Worcestershire', 'Mumbai Indians', 'ICC World XI', 'Nangarhar Leopards', 'Sydney Thunder', 'Auckland']","['Toronto Nationals', 'New Zealand Emerging Players', 'North Island', 'New Zealand XI', 'Punjabi Legends', 'Manipal Tigers', 'Maratha Arabians']"
51a60c16,"['Queensland Colts', 'Hobart Hurricanes', 'Adelaide Strikers', 'Australia', 'Melbourne Renegades', 'Queensland Academy of Sport', 'Queensland']","['Queensland Colts', 'Queensland Academy of Sport']"
51c90542,['North West Warriors'],['North West Warriors']
51e1ed69,"['Surrey 2nd XI', 'England', 'Surrey', 'Durham', 'England Lions', 'Durham 2nd XI']","['Surrey 2nd XI', 'England Lions', 'Durham 2nd XI']"
51e68a46,"['Himachal Pradesh', 'Himachal Pradesh Cricket Association XI']",['Himachal Pradesh Cricket Association XI']
5208c0a1,"['Kenya Elite', 'South Brisbane', 'Kenya', 'Kongonis']","['Kenya Elite', 'South Brisbane', 'Kongonis']"
521595e7,"['Somerset', 'Somerset 2nd XI', 'England Lions', 'England']","['Somerset 2nd XI', 'England Lions']"
522bea89,"['Multan Sultans', 'Karachi Kings', 'Federal Areas', 'Islamabad United', 'Pakistan']",['Federal Areas']
5230a33d,"['Yorkshire', 'Brisbane Heat', 'England', 'Amazons', 'Guyana Amazon Warriors', 'Melbourne Stars', 'Diamonds', 'Super', 'Oval Invincibles', 'Perth Scorchers', 'Northern Superchargers']","['Amazons', 'Diamonds', 'Super']"
5239d782,"['England Lions', 'England', 'Leicestershire', 'Leicestershire 2nd XI']","['England Lions', 'Leicestershire 2nd XI']"
525c3f54,"['Nottinghamshire', 'Hampshire', 'Essex', 'New Zealand', 'Kolkata Tigers', 'Herefordshire', 'Marylebone Cricket Club', 'Hampshire 2nd XI', 'Auckland']","['Kolkata Tigers', 'Herefordshire', 'Marylebone Cricket Club', 'Hampshire 2nd XI']"
5260d30c,"['KwaZulu-Natal Inland', 'KwaZulu-Natal', 'South Africa', 'Dolphins']",['KwaZulu-Natal']
526a1047,"['Wellington', 'Wellington Second XI']",['Wellington Second XI']
5284c884,"['Bangladesh', 'Kalabagan Krira Chakra', 'Bangladesh Cricket Board Academy', 'Dhaka Metropolis', 'Dhaka Division', 'Dhaka Gladiators']","['Kalabagan Krira Chakra', 'Bangladesh Cricket Board Academy', 'Dhaka Metropolis', 'Dhaka Division']"
52912da9,"['Hampshire', 'Hampshire 2nd XI', 'England']",['Hampshire 2nd XI']
52980a48,"['Netherlands', 'HCC']",['HCC']
529eb9e0,"['Seattle Orcas', 'Dubai Capitals', 'Fortune Barishal', 'St Lucia Kings', 'Rajasthan Royals', 'West Indies B', 'Windward Islands', 'Barbados Royals', 'Islamabad United', 'West Indies', 'Chennai Braves', 'Ajman Bolts', 'Paarl Royals']","['West Indies B', 'Chennai Braves', 'Ajman Bolts']"
529fbf1b,"['Lyca Kovai Kings', 'Tamil Nadu']",['Lyca Kovai Kings']
52c0576c,['Gauteng'],['Gauteng']
52c52c7f,"['Hertfordshire', 'Papua New Guinea']",['Hertfordshire']
52c952d9,"['Birmingham Phoenix (Men)', 'Australia', 'Sydney Thunder', 'Washington Freedom']",['Birmingham Phoenix (Men)']
52d3b7ff,"['Sri Lanka', 'Kurunegala Youth Cricket Club', 'Sri Lanka Air Force Sports Club']","['Kurunegala Youth Cricket Club', 'Sri Lanka Air Force Sports Club']"
52d884b9,"['Nottinghamshire', 'Mountaineers', 'Marylebone Cricket Club Young Cricketers', 'Nottinghamshire 2nd XI', 'Hampshire 2nd XI', 'Kent']","['Mountaineers', 'Marylebone Cricket Club Young Cricketers', 'Nottinghamshire 2nd XI', 'Hampshire 2nd XI']"
52e8dd6b,"['Faisalabad Wolves', 'Lahore', 'United Arab Emirates']","['Faisalabad Wolves', 'Lahore']"
5318ee68,"['Khulna Tigers', 'Bangladesh', 'Rajshahi Division']",['Rajshahi Division']
531f0278,"['Jamaica Tallawahs', 'St Kitts and Nevis Patriots', 'California Knights', 'Guyana Amazon Warriors', 'Mumbai Indians', 'West Indies', 'Jamaica', 'Sylhet Sixers', 'St Lucia Zouks']",['California Knights']
53597be1,"['Kandy Tuskers', 'Mashonaland', 'Multan Sultans', 'Nottinghamshire', 'Wellington', 'Prime Bank Cricket Club', 'Zimbabwe', 'Lahore Qalandars', 'Chittagong Kings', 'Zimbabwe XI', 'Sunrisers Hyderabad', 'Mid West Rhinos']","['Mashonaland', 'Prime Bank Cricket Club', 'Zimbabwe XI', 'Mid West Rhinos']"
537f5ab2,"['South Africa', 'Washington Freedom', 'Cape Cobras', 'Gujarat Giants', 'Morrisville Unity', 'Western Province', 'South Western Districts']","['Morrisville Unity', 'South Western Districts']"
53a5767d,"['KwaZulu-Natal', 'South Africa', 'Africa XI', 'Gauteng']","['KwaZulu-Natal', 'Gauteng']"
53bb50f0,"['Pakistan', 'Super']",['Super']
53bc7b84,"['Bangladesh', 'Chittagong Division', 'Dhaka Warriors', 'Chittagong Kings', 'East Zone (Bangladesh)']","['Chittagong Division', 'Dhaka Warriors', 'East Zone (Bangladesh)']"
53cd8da6,"['Trent Rockets', 'Lancashire Thunder', 'Manchester Originals', 'Punjab (India)', 'India', 'India Green', 'Mumbai Indians', 'Melbourne Renegades', 'Sydney Thunder', 'Supernovas', 'India B']","['Punjab (India)', 'India Green', 'India B']"
53d0b0dc,"['Kalutara Town Club', 'Badureliya Sports Club', 'Sebastianites', 'Bangla Tigers']","['Kalutara Town Club', 'Badureliya Sports Club', 'Sebastianites', 'Bangla Tigers']"
53e325ed,"['South Africa', 'Gauteng']",['Gauteng']
53f27a35,"['Deccan Chargers', 'Sunrisers Hyderabad', 'East Zone', 'Orissa']","['East Zone', 'Orissa']"
53f45cb5,"['Mangalore Dragons', 'Mysuru Warriors']","['Mangalore Dragons', 'Mysuru Warriors']"
53fa8a73,"['Gujranwala Cricket Association', 'Faisalabad', 'Northumberland', 'ICL Pakistan XI', 'Lahore Badshahs', 'National Bank of Pakistan', 'Pakistan', 'Habib Bank Limited']","['Gujranwala Cricket Association', 'Faisalabad', 'Northumberland', 'ICL Pakistan XI', 'Lahore Badshahs', 'National Bank of Pakistan', 'Habib Bank Limited']"
54279e23,"['Barisal Burners', 'Bangladesh', 'Sylhet Division', 'Dhaka Dominators', 'Dhaka Warriors', 'Rajshahi Royals', 'Sylhet Sunrisers', 'East Zone (Bangladesh)']","['Sylhet Division', 'Dhaka Warriors', 'East Zone (Bangladesh)']"
542fd5a6,"['Karachi Kings', 'Trent Rockets (Men)', 'Adelaide Strikers', 'Gloucestershire', 'Marylebone Cricket Club Young Cricketers', 'Welsh Fire (Men)', 'Gloucestershire 2nd XI', 'Lancashire 2nd XI']","['Trent Rockets (Men)', 'Marylebone Cricket Club Young Cricketers', 'Welsh Fire (Men)', 'Gloucestershire 2nd XI', 'Lancashire 2nd XI']"
543b4a1f,"['South Africa', 'Cape Cobras', 'Eagles', 'South African Invitational XI', 'Boland', 'Western Province']","['Eagles', 'South African Invitational XI']"
5441db8c,"['Lahore Eagles', 'Lahore Ravi', 'Lahore Shalimar', 'Punjab Stallions', 'Pakistan International Airlines', 'Model Town Green', 'Lahore Qalandars', 'Quetta Gladiators', 'Pakistan', 'Lahore Lions', 'Punjab (Pakistan)']","['Lahore Eagles', 'Lahore Ravi', 'Lahore Shalimar', 'Punjab Stallions', 'Pakistan International Airlines', 'Model Town Green', 'Lahore Lions', 'Punjab (Pakistan)']"
54501715,"['Goa', 'Oman', 'Oman Development XI']",['Oman Development XI']
5451a2c1,"['Karnataka', 'Jawans Cricket Club', 'Royal Challengers Bangalore', 'Deccan Chargers', 'India Capitals', 'Delhi Daredevils']","['Jawans Cricket Club', 'India Capitals']"
5456bd0c,"['Western Australia XI', 'Adelaide Strikers', 'Western Australia']",['Western Australia XI']
5463cb7a,"['Brisbane Heat', 'India', 'India Green', 'Goa', 'Delhi Capitals', 'Velocity', 'Trinbago Knight Riders']",['India Green']
5471b94a,"['Melbourne Stars', 'Victoria', 'Amazons', 'Birmingham Phoenix']",['Amazons']
54745c20,"['Warwickshire', 'Sussex', 'Essex', 'England', 'Essex 2nd XI', 'England Lions', 'Tamil Union Cricket and Athletic Club', 'England Performance Programme']","['Essex 2nd XI', 'England Lions', 'Tamil Union Cricket and Athletic Club', 'England Performance Programme']"
5486d41f,"['Pakistan', 'South Zone (Pakistan)']",['South Zone (Pakistan)']
548d4188,"['Armed Police Force Club', 'Nepal']",['Armed Police Force Club']
54c2b697,"['Jamaica Tallawahs', 'Northerns', 'Waterkloof High School', 'Knights', 'Lions', 'Pretoria Capitals', 'South Africa Emerging Players', 'Cricket South Africa Invitation XI', 'North West']","['Northerns', 'Waterkloof High School', 'South Africa Emerging Players', 'Cricket South Africa Invitation XI']"
54c58a5e,"['Pakistan', 'Khan Research Laboratories', 'Multan Sultans', 'Hyderabad (Pakistan)']","['Khan Research Laboratories', 'Hyderabad (Pakistan)']"
54e52590,"['Gulbarga Mystics', 'Mangalore United', 'Karnataka', 'South Zone', 'Royal Challengers Bangalore', 'Mysore Warriors']","['Gulbarga Mystics', 'Mangalore United', 'South Zone', 'Mysore Warriors']"
54ef649e,"['Chilaw Marians Cricket Club', 'Kandy', 'Colombo Kings', 'Sri Lanka']","['Chilaw Marians Cricket Club', 'Kandy']"
552b228c,"['Harrow School', 'Odisha', 'Middlesex', 'Middlesex 2nd XI', 'Edmonton Royals', 'Hong Kong']","['Harrow School', 'Middlesex 2nd XI', 'Edmonton Royals']"
5531248e,"['Chilaw Marians Cricket Club', 'Kandy Tuskers', 'Panadura Sports Club', 'Southern Express', 'Colts Cricket Club', 'Burgher Recreation Club', 'Sri Lanka', 'Sri Lanka Board XI', 'Basnahira South']","['Chilaw Marians Cricket Club', 'Panadura Sports Club', 'Southern Express', 'Colts Cricket Club', 'Burgher Recreation Club', 'Sri Lanka Board XI', 'Basnahira South']"
5532c093,['Norfolk'],['Norfolk']
556302a7,"['Southern Rocks', 'Hampshire', 'Zimbabwe', 'Brothers Union', 'Duronto Rajshahi', 'Midlands', 'Quetta Gladiators', 'Western Australia']","['Southern Rocks', 'Brothers Union', 'Midlands']"
557153ca,"['Rajasthan Royals', 'Trinidad & Tobago', 'Lahore Qalandars', 'Chittagong Kings', 'Montreal Tigers', 'Trinbago Knight Riders']","['Trinidad & Tobago', 'Montreal Tigers']"
5574750c,"['Sindhis', 'Sussex', 'Southern Brave (Men)', 'Hobart Hurricanes', 'Rajasthan Royals', 'England', 'MI Cape Town', 'Lantau Galaxy Riders', 'Barbados', 'Sussex 2nd XI', 'Khulna Titans', 'Mumbai Indians', 'West Indies', 'Quetta Gladiators']","['Sindhis', 'Southern Brave (Men)', 'Lantau Galaxy Riders', 'Sussex 2nd XI']"
558cdd64,"['Barisal Division', 'Bangladesh', 'Khulna Division']","['Barisal Division', 'Khulna Division']"
5595b867,"['United States of America', 'Central East Region', 'Kalutara Physical Culture Club']","['Central East Region', 'Kalutara Physical Culture Club']"
5597338d,"['Palink Sports Club', 'Sri Lanka']",['Palink Sports Club']
55d3d4e8,"['Islamabad United', 'Pakistan Television']",['Pakistan Television']
561aff5c,"['Khulna Division', 'Dhaka Division', 'Prime Bank Cricket Club']","['Khulna Division', 'Dhaka Division', 'Prime Bank Cricket Club']"
561f3a34,"['Loughborough Marylebone Cricket Club University (England)', 'Matabeleland Tuskers', 'England', 'Worcestershire 2nd XI', 'Leicestershire', 'Worcestershire', 'Warwickshire']","['Loughborough Marylebone Cricket Club University (England)', 'Matabeleland Tuskers', 'Worcestershire 2nd XI']"
56418eae,"['Ireland', 'South Leinster', 'Merrion']","['South Leinster', 'Merrion']"
564afdcf,"['South Africa', 'New Zealand', 'Northern Districts', 'South Africa Emerging Players', 'Western Province', 'South Western Districts']","['South Africa Emerging Players', 'South Western Districts']"
56c80c90,"['Hampshire', 'Hampshire 2nd XI', 'England', 'Durham 2nd XI']","['Hampshire 2nd XI', 'Durham 2nd XI']"
56cf4da6,['Yorkshire 2nd XI'],['Yorkshire 2nd XI']
56ef4f99,"['Northamptonshire', 'Suffolk', 'Northamptonshire 2nd XI']","['Suffolk', 'Northamptonshire 2nd XI']"
571e1d2a,"['Pakistan International Airlines', 'United States of America', 'Pakistan', 'Barbados Tridents', 'MI New York']",['Pakistan International Airlines']
571f11e4,"['Hong Kong', 'Hong Kong Cricket Association']",['Hong Kong Cricket Association']
57330536,"['Durham', 'Northumberland', 'Durham 2nd XI']","['Northumberland', 'Durham 2nd XI']"
574665e2,"['Pakistan', 'Peshawar Zalmi', 'National Bank of Pakistan', 'Quetta Gladiators']",['National Bank of Pakistan']
5748e866,"['World-XI', 'Pune Warriors', 'Hobart Hurricanes', 'Australia', 'Tasmania']",['World-XI']
574b4c01,"['Ireland', 'North West Warriors']",['North West Warriors']
5750bcb4,"['Ragama Cricket Club', 'Sri Lanka Emerging Team', 'Jaffna', 'Sri Lanka', 'Jaffna Kings', 'Colombo Strikers']","['Ragama Cricket Club', 'Sri Lanka Emerging Team', 'Jaffna']"
57590dbb,"['Sharjah Warriors', 'Manchester Originals (Men)', 'Essex', 'Brisbane Heat', 'Essex 2nd XI', 'Peshawar Zalmi']","['Manchester Originals (Men)', 'Essex 2nd XI']"
575ab3ce,"['Chilaw Marians Cricket Club', 'Kandurata', 'Burgher Recreation Club', 'Sri Lanka', 'Nondescripts Cricket Club', 'Bloomfield Cricket and Athletic Club']","['Chilaw Marians Cricket Club', 'Kandurata', 'Burgher Recreation Club', 'Nondescripts Cricket Club', 'Bloomfield Cricket and Athletic Club']"
578bb280,"['West Indies B', 'West Indies', 'Barbados', 'Combined Campuses and Colleges']","['West Indies B', 'Combined Campuses and Colleges']"
5791b840,"['Khulna Tigers', 'Bangladesh', 'Beximco Dhaka', 'Comilla Warriors', 'Dhaka Dominators', 'Chittagong Division', 'Cumilla Warriors', 'Abahani Limited', 'Sylhet Strikers']","['Beximco Dhaka', 'Comilla Warriors', 'Chittagong Division', 'Abahani Limited']"
579f2447,"['Lalitpur Patriots', 'Nepal']",['Lalitpur Patriots']
57a7b064,"['India Red', 'Air India', 'India']","['India Red', 'Air India']"
57bd3ecc,"['Seattle Orcas', 'Multan Sultans', 'Rawalpindi', 'Atlanta Riders', 'Lahore Qalandars', 'National Bank of Pakistan', 'Pakistan', 'Peshawar Zalmi', 'MI New York', 'Khulna Royal Bengals']","['Rawalpindi', 'Atlanta Riders', 'National Bank of Pakistan']"
57c0f0c8,"['Boland', 'Gauteng', 'South Western Districts']","['Gauteng', 'South Western Districts']"
57e1d7e4,"['Northerns', 'South Africa', 'Dolphins', 'North West']",['Northerns']
57e7ec56,"['Bangladesh', 'Chattogram Challengers', 'Beximco Dhaka']",['Beximco Dhaka']
57ee1fde,"['Royal Challengers Bangalore', 'Rajasthan Royals', 'India', 'Punjab Kings', 'Haryana', 'Mumbai Indians', 'North Zone']",['North Zone']
57efa3be,"['Sussex', 'Titans', 'Gazi Tank Cricketers', 'Middlesex', 'Essex', 'New Zealand', 'Northern Districts', 'New Zealand Emerging Players', 'Chennai Super Kings', 'Sylhet Royals', 'Leicestershire 2nd XI', 'PCA Masters XI', 'Durham', 'Deccan Chargers', 'Leicestershire', 'Auckland']","['Gazi Tank Cricketers', 'New Zealand Emerging Players', 'Leicestershire 2nd XI', 'PCA Masters XI']"
58043739,"['Yorkshire', 'England', 'Marylebone Cricket Club', 'England Lions', 'Warwickshire', 'Perth Scorchers']","['Marylebone Cricket Club', 'England Lions']"
581e18a8,"['Nairobi Buffaloes', 'Kenya']",['Nairobi Buffaloes']
582e9baa,"['Southern Rocks', 'New Zealand', 'Mountaineers', 'Gloucestershire', 'Derbyshire', 'ICL World XI', 'Canterbury', 'Marylebone Cricket Club', 'Hyderabad Heroes']","['Southern Rocks', 'Mountaineers', 'ICL World XI', 'Marylebone Cricket Club', 'Hyderabad Heroes']"
5838cb64,"['Central Province', 'Marians Ladies', 'Sri Lanka', 'Colombo Cricket Club', 'Basnahira Province']","['Central Province', 'Marians Ladies', 'Colombo Cricket Club', 'Basnahira Province']"
58593620,"['Punjab (India)', 'India', 'Royal Challengers Bangalore']",['Punjab (India)']
585dda5d,"['B-Love Kandy', 'Dambulla Viiking', 'Police Sports Club', 'Colombo', 'Kandy Falcons', 'Galle Cricket Club', 'Sri Lanka', 'Jaffna Kings']","['Police Sports Club', 'Colombo', 'Galle Cricket Club']"
5876c626,"['Hyderabad Cricket Association XI', 'Hyderabad (India)', 'Sunrisers Hyderabad']",['Hyderabad Cricket Association XI']
58822938,"['Wiltshire', 'Hampshire', 'British Universities', 'Hampshire 2nd XI', 'Hampshire Cricket Board', 'Cardiff MCCU']","['Wiltshire', 'British Universities', 'Hampshire 2nd XI', 'Hampshire Cricket Board', 'Cardiff MCCU']"
588360ee,"['Sussex', 'Southern Brave', 'Loughborough Lightning', 'England', 'Southern Vipers', 'Oval Invincibles', 'Super 3s Team B']",['Super 3s Team B']
5899dceb,"['Hampshire', 'Somerset 2nd XI', 'Middlesex 2nd XI', 'Durham', 'Western Australia', 'Durham MCCU']","['Somerset 2nd XI', 'Middlesex 2nd XI', 'Durham MCCU']"
58be5e46,"['Berkshire', 'Harrow School', 'Southern Brave (Men)', 'Yorkshire']","['Berkshire', 'Harrow School', 'Southern Brave (Men)']"
58c2fac4,"['West Indies B', 'West Indies', 'Barbados Royals']",['West Indies B']
58c481c6,"['Central Districts', 'England', 'Prime Doleshwar Sporting Club', 'Northamptonshire', 'Northern Warriors', 'Leicestershire 2nd XI', 'Welsh Fire (Men)', 'Dhaka Gladiators', 'Leicestershire', 'Comilla Victorians']","['Prime Doleshwar Sporting Club', 'Northern Warriors', 'Leicestershire 2nd XI', 'Welsh Fire (Men)']"
58f01d47,"['KwaZulu-Natal Inland', 'Free State', 'South Africa', 'North West']",['Free State']
58f5fe53,"['England', 'Nottinghamshire', 'Nottinghamshire 2nd XI']",['Nottinghamshire 2nd XI']
5902f2eb,"['Denmark', 'Essex 2nd XI']",['Essex 2nd XI']
