player_id,teams
47fe8c33,['Cook Islands cricket']
47ff3985,"['Kerala cricket', 'Kerala Under-16s cricket', 'Kerala Under-14s cricket']"
48024cf4,['Japan cricket']
480ed517,"['Lahore cricket', 'Lahore Lions cricket', 'Habib Bank Limited cricket', 'Lahore Badshahs cricket', 'Lahore Eagles cricket', 'ICL Pakistan XI cricket', 'Biman Bangladesh cricket', 'Pakistan Reserves cricket', 'Pakistan cricket']"
481dd6dc,[]
48301a4b,"['Namibia Under-19s cricket', 'Namibia cricket']"
48322f1f,"['Auckland cricket', 'Buckinghamshire cricket', 'Otago cricket', 'New Zealand cricket']"
4833efb4,['Botswana cricket']
4839b023,['Hong Kong Women cricket']
483af635,['Israel cricket']
486065b3,"['Antigua and Barbuda Falcons cricket', 'Quetta Gladiators cricket', 'Pakistan Under-19s cricket', 'Abu Dhabi Knight Riders cricket', 'Lahore Qalandars cricket', 'Guyana Amazon Warriors cricket', 'Edmonton Royals cricket', 'San Francisco Unicorns cricket']"
4861d29b,"['Toronto Nationals cricket', 'Montreal Tigers cricket', 'United Arab Emirates cricket', 'Kandahar Knights cricket']"
48641e31,['North West Warriors cricket']
486f252b,['Gibraltar cricket']
487f5721,['Maharashtra cricket']
4885bbe6,"['Jammu & Kashmir cricket', 'Mumbai Indians cricket', 'Lucknow Super Giants cricket', 'Hyderabad (India) cricket']"
488b7e1b,"['Sri Lanka cricket', 'Central Province cricket', 'Basnahira North cricket', 'Kandurata Maroons cricket', ""Sri Lanka Board President's XI cricket"", 'Bloomfield Cricket and Athletic Club cricket', 'Abahani Limited cricket', 'Sinhalese Sports Club cricket', 'Sri Lanka A cricket']"
488b7e22,['Luxembourg cricket']
488f6d91,['Singapore Under-17s cricket']
4895df9e,['Croatia cricket']
489aaf0a,"['Bangladesh Under-17s cricket', 'Khulna Tigers cricket', 'Comilla Victorians cricket', 'Rangpur Riders cricket', 'Fortune Barishal cricket', 'Bangladesh cricket', 'Bangladesh A cricket']"
489b9a32,"['Sussex 2nd XI cricket', 'England Under-19s cricket']"
48a1d7b7,"['Rajasthan Royals cricket', 'Guyana Under-19s cricket', 'Multan Sultans cricket', 'Royal Challengers Bangalore cricket', ""West Indies Board President's XI cricket"", 'Gulf Giants cricket', 'Delhi Capitals cricket', 'West Indies A cricket', 'London Spirit (Men) cricket', 'West Indies cricket', ""West Indies President's XI cricket"", 'Seattle Orcas cricket', 'Quetta Gladiators cricket', 'Guyana Amazon Warriors cricket', ""UWI Vice Chancellor's XI cricket"", 'Guyana cricket', 'West Indies Under-19s cricket']"
48a372a4,['Myanmar Women cricket']
48ad3373,[]
48adc7d3,['Maldives Under-19s cricket']
48b74dc2,"['Scotland Women cricket', 'Scotland Women Under-19s cricket']"
48bcc6d7,['South Korea Women cricket']
48bf9d5c,"['Andhra Under-19s cricket', 'Andhra Under-16s cricket', 'Andhra cricket']"
48cc6100,['Odisha cricket']
48d34066,['Japan Women cricket']
48e74d1c,['Japan Women cricket']
48ec1360,['Bangladesh Women cricket']
48f177f5,"['New Zealand A cricket', 'Canterbury cricket', 'New Zealand cricket', 'Gloucestershire cricket', 'Otago cricket']"
48f25627,['Singapore cricket']
48fa71c3,"['Rawalpindi cricket', 'Canada cricket']"
48fd7349,"['Western Australia cricket', 'Chennai Super Kings cricket', 'Gloucestershire cricket', 'Durham cricket', 'Northamptonshire cricket', 'Australia cricket', 'Sydney Thunder cricket', 'St Lucia Zouks cricket', 'Mumbai Indians cricket']"
4900d2bf,"['Leicestershire 2nd XI cricket', 'Leicestershire cricket']"
490f475a,['Cameroon cricket']
49110249,['Uttar Pradesh cricket']
49118dc7,"['Kenya Under-19s cricket', 'Kenya cricket', 'Northern Nomads cricket']"
49212b50,"['Bermuda cricket', 'St George cricket']"
4921afa2,"['Northern Districts cricket', 'Wellington cricket', 'New Zealand cricket']"
49235be5,['Cyprus cricket']
49299473,"['Kent Under-13s cricket', 'Kent Academy cricket', 'Kent 2nd XI cricket', 'England Under-19s cricket', 'Kent Under-17s cricket', 'Kent cricket', 'Kent Under-15s cricket']"
492c17f0,['Botswana cricket']
492ff0c2,"['Rangpur Riders cricket', 'Bangladesh A cricket', 'Bangladesh Under-19s cricket']"
4933f499,"['Ajman Bolts cricket', 'Western Australia cricket', 'MI New York cricket', 'Chennai Super Kings cricket', 'Royal Challengers Bangalore cricket', 'Tuggeranong Valley cricket', 'Australian Capital Territory Under-19s cricket', 'Jaffna Kings cricket', 'Western Australia Under-23s cricket', 'Perth Scorchers cricket', 'Australia cricket', 'Toronto Nationals cricket', 'Mumbai Indians cricket']"
49355360,['Gibraltar Women cricket']
49479e6a,"['Lions cricket', 'Gauteng cricket', 'South Africa cricket']"
4948a447,"['Khulna Royal Bengals cricket', 'Khulna Tigers cricket', 'Bangladesh Under-19s cricket', 'Dhaka Warriors cricket', 'Minister Rajshahi cricket', 'Rajshahi Kings cricket', 'North Zone (Bangladesh) cricket', 'Rajshahi Division cricket', 'Atlanta Riders cricket', 'Bangladesh cricket', 'Chattogram Challengers cricket', 'Bangladesh A cricket']"
4948a916,"['Bihar cricket', 'India Blue cricket', 'Services cricket']"
494a0503,[]
49556abb,['Denmark cricket']
4957b300,"['Scotland cricket', 'Gloucestershire 2nd XI cricket']"
4958338a,['Canterbury Under-21s Women cricket']
49589e51,['Denmark Women cricket']
4958ad5f,"['West Zone Women cricket', 'Mumbai Women cricket', 'India Green Women cricket', 'India Women cricket', 'Trailblazers cricket']"
495d42a5,"['Tamil Nadu cricket', 'South Zone cricket', 'Rising Pune Supergiants cricket', 'India Cements cricket', 'India Green cricket', 'India A cricket', 'Chennai Super Kings cricket', 'Rajasthan Royals cricket', 'India Emerging Players cricket', 'Dindigul Dragons cricket', 'India Blue cricket', 'India Red cricket', 'Rest of India cricket', 'India cricket', ""Indian Board President's XI cricket"", 'Tamil Nadu Cricket Association XI cricket', 'Nottinghamshire cricket', 'Kings XI Punjab cricket', 'Worcestershire cricket', 'Delhi Capitals cricket']"
495ded1c,['Greece cricket']
4961601c,"['Mumbai Women cricket', 'UP Warriorz Women cricket']"
4962bfc5,['Zambia Under-19s cricket']
49691d7a,"['Zimbabwe XI cricket', 'Zimbabwe cricket', 'Matabeleland cricket', 'Zimbabwe A cricket', 'Prosper Utseya XI cricket', ""Zimbabwe President's XI cricket"", 'World Giants cricket', 'Zimbabwe Select XI cricket', 'Westerns cricket', 'Urbanrisers Hyderabad cricket', 'Zimbabwe Under-23s cricket', 'Mashonaland cricket', 'Amakhosi cricket', 'Matabeleland Tuskers cricket']"
49693035,"['Hong Kong Women cricket', 'Jade Jets Women cricket']"
496f436d,['Norway cricket']
497b05f4,['Tripura cricket']
498031f9,['Norway Women cricket']
498aacac,['Denmark Under-19s cricket']
49923603,['Scotland Women cricket']
4992d6f6,"['Ireland cricket', 'Ireland A cricket', 'Ireland Under-19s cricket', 'North West Warriors cricket']"
49b6c09f,"['England A cricket', 'Kent Cricket Board cricket', 'Sussex cricket', 'England Under-19s cricket', 'England cricket', 'Kent cricket']"
49bacd0f,"['Madhya Pradesh Under-16s cricket', 'Madhya Pradesh cricket', 'Madhya Pradesh Under-19s cricket']"
49be2f58,['Chandigarh Champs cricket']
49dc9cb4,"['West Indies B cricket', 'West Indies cricket', 'West Indies Under-15s cricket', 'Windward Islands cricket', 'St Lucia Zouks cricket', 'West Indies Under-19s cricket']"
49dcf691,['Iran cricket']
49dfe4a4,"['Ireland cricket', 'Ireland Under-19s cricket', 'Ireland Under-13s cricket', 'Ireland Under-17s cricket']"
49f6d023,"['Vanuatu Under-19s cricket', 'Vanuatu cricket']"
49f84b87,['Bahamas cricket']
49fa1236,"['Sri Lanka cricket', 'Colombo Cricket Club cricket', 'Ragama Cricket Club cricket', 'Khelaghar Samaj Kallyan Samity cricket', 'Wayamba cricket']"
49fd9963,['Ghana cricket']
4a0f4389,['Costa Rica Women cricket']
4a15018a,"['India Under-19s cricket', 'Railways cricket', 'Delhi Under-19s cricket']"
4a2159dc,['Sierra Leone Under-19s cricket']
4a25c894,"['Marylebone Cricket Club cricket', 'Sri Lanka cricket', 'Colombo Cricket Club cricket', 'Basnahira South cricket', 'Sebastianites Cricket and Athletic Club cricket', ""Sri Lanka Board President's XI cricket"", 'Bloomfield Cricket and Athletic Club cricket', 'Nondescripts Cricket Club cricket', 'Sinhalese Sports Club cricket']"
4a27d9a6,['Cayman Islands cricket']
4a28527d,['Brazil Women cricket']
4a2ce060,['Gambia cricket']
4a3503dd,['Sharks XI cricket']
4a36c370,"['Zimbabwe A cricket', ""Zimbabwe President's XI cricket"", 'Mid West Rhinos B cricket', 'Zimbabwe Select XI cricket', ""Zimbabwe Chairman's XI cricket"", 'Mid West Rhinos cricket', 'Zimbabwe Development XI cricket', 'Zimbabwe cricket', 'Montreal Tigers cricket']"
4a370769,['Bulgaria cricket']
4a3cdeec,"['Mumbai Indians Women cricket', 'Tamil Nadu Women cricket']"
4a441764,['Tanzania cricket']
4a461c24,"['Sunrisers Eastern Cape cricket', 'Team Morgan cricket', 'Hampshire cricket', 'England Lions cricket', 'Prime Bank Cricket Club cricket', 'Melbourne Stars cricket', 'Lahore Qalandars cricket', 'Peshawar Zalmi cricket', 'Mountaineers cricket', 'Gulf Giants cricket', 'London Spirit (Men) cricket', 'Southern Brave (Men) cricket', 'Marylebone Cricket Club Young Cricketers cricket', 'Pakhtoons cricket', 'England cricket', 'Chittagong Vikings cricket', 'Essex cricket', 'Sheikh Jamal Dhanmondi Club cricket', 'England Development Programme Under-19s cricket', 'Wiltshire cricket', 'Hampshire 2nd XI cricket', 'England Under-19s cricket', 'Team James Vince cricket', 'Comilla Victorians cricket', 'Rangpur Riders cricket', 'Islamabad United cricket']"
4a491652,"['Rajshahi Division cricket', 'Beximco Dhaka cricket', 'Mohammedan Sporting Club cricket', 'Atlanta Riders cricket', 'Barisal Division cricket', 'Bangladesh Cricket Board Academy cricket', 'Bangladesh cricket', 'Dhaka Dominators cricket', 'Chattogram Challengers cricket', 'Sylhet Sunrisers cricket', 'Bangladesh A cricket', 'Duronto Rajshahi cricket']"
4a4991c1,['Portugal cricket']
4a4f94fa,['Brazil Women cricket']
4a51c045,['South Korea cricket']
4a65051a,"['Kolkata Knight Riders cricket', 'India Under-19s cricket', 'Pune Warriors cricket', 'Maharashtra cricket']"
4a6c0fbb,['Diamonds cricket']
4a745f65,"['Barbados Royals cricket', 'Trinbago Knight Riders cricket', 'California Knights cricket', 'West Indies A cricket', 'India Capitals cricket', 'Sagicor High Performance Centre cricket', ""West Indies Cricket Board President's XI cricket"", 'West Indies cricket', 'Combined Campuses and Colleges cricket', 'Barbados cricket', 'Montreal Tigers cricket']"
4a78f962,['Croatia cricket']
4a84f573,"['Midlands cricket', 'Zimbabwe cricket', 'Zimbabwe Cricket Academy cricket', 'Matabeleland Tuskers cricket']"
4a8a2e3b,"[""Rajasthan Cricket Association President's XI cricket"", 'Rising Pune Supergiants cricket', 'Asia XI cricket', 'International XI cricket', 'East Zone Under-19s cricket', 'India A cricket', 'Bradman XI cricket', 'India Seniors cricket', 'Chennai Super Kings cricket', 'Sehwag XI cricket', 'East Zone cricket', 'Jharkhand Under-19s cricket', 'Rest of India cricket', 'Bihar cricket', 'India cricket', ""Indian Board President's XI cricket"", 'Help for Heroes XI cricket', 'Jharkhand cricket', 'Air India Blue cricket']"
4a8d1b14,"['Belgrano Athletic Club cricket', 'Argentina cricket']"
4a90dda5,['Swaziland cricket']
4a9a8c3d,"['Punjab cricket', 'Punjab Under-22s cricket']"
4aad6842,['Belgium Under-19s cricket']
4aad78d3,"['Dolphins cricket', 'South Africa cricket', 'Impi cricket', 'KwaZulu-Natal cricket', 'South Africa Academy cricket', 'KwaZulu-Natal Under-19s cricket', 'South Africa A cricket']"
4ab6d138,"['South Australia Women cricket', 'New Zealand Women cricket', 'Wellington Women cricket']"
4abc5713,['Samoa cricket']
4ac6664d,"['Sri Lanka Women cricket', 'Sri Lanka Air Force Sports Club Women cricket', 'Nittabuwa Ladies cricket', 'Sri Lanka Cricket Combined Women cricket']"
4ad7fc1b,"['Eagles cricket', 'South Western Districts cricket', 'Impi cricket', 'Griqualand West cricket']"
4add4c98,['Maldives cricket']
4ae1755b,"['Hobart Hurricanes cricket', 'England Lions cricket', 'Yorkshire 2nd XI cricket', 'Sunrisers Hyderabad cricket', 'Lahore Qalandars cricket', 'Northern Superchargers (Men) cricket', 'England Under-19s cricket', 'Yorkshire cricket', 'Delhi Capitals cricket', 'England cricket']"
4ae44aec,['Costa Rica cricket']
4ae530cf,['Rwanda cricket']
4ae7048b,[]
4ae89f36,"['Kerala cricket', 'Royal Challengers Bangalore cricket']"
4aeeaa41,"['Ireland cricket', 'Ireland A cricket', 'Surrey 2nd XI cricket', 'Leeds/Bradford MCCU cricket']"
4aef496b,"['Khulna Royal Bengals cricket', 'Bangladesh Under-19s cricket', 'Dhaka Warriors cricket', 'Bangladesh Legends cricket', 'Bangladesh cricket', 'Chittagong Division cricket', 'Bangladesh A cricket']"
4af69c7c,['Goa cricket']
4af886ed,"['Goa cricket', 'Goa Under-16s cricket', 'Goa Under-19s cricket', 'Goa Under-22s cricket', 'Goa Under-14s cricket', 'Goa Under-25s cricket']"
4af9f5d4,"['Northern Districts cricket', 'New Zealand Under-19s cricket', 'Canterbury cricket', 'Auckland cricket', 'Northern Districts A cricket', 'Auckland A cricket']"
4aff35ac,['Costa Rica Women cricket']
4b0a8488,['Jersey cricket']
4b0e3049,"['Barbados Women cricket', 'West Indies Women cricket', 'Barbados Royals Women cricket']"
4b15618c,['Thailand Women cricket']
4b167ede,"['St Lucia Kings cricket', 'West Indies Under-19s cricket']"
4b2056c7,['Services cricket']
4b2c06eb,['Bahrain Women cricket']
4b2d6789,"['Zimbabwe A cricket', 'Southerns cricket', 'Zimbabwe Under-19s cricket', 'Masvingo cricket', 'Mid West Rhinos cricket', 'Centrals cricket', 'Zimbabwe cricket', 'Southern Rocks cricket', 'Speen Ghar Tigers cricket']"
4b31f3a3,"['India Under-19s cricket', 'Vidarbha cricket', 'Lucknow Super Giants cricket']"
4b345629,"['Multan Tigers cricket', 'Multan Sultans cricket', 'Lahore Qalandars cricket']"
4b349dc0,['Indonesia cricket']
4b3760d9,['Ireland Women cricket']
4b490566,['Costa Rica Women cricket']
4b4d1957,"['Deccan Chargers cricket', 'Hyderabad (India) cricket']"
4b51bd51,"['Khulna Tigers cricket', 'Bangladesh Under-19s cricket', 'Comilla Victorians cricket', 'Bangladesh cricket', 'Chittagong Division cricket', 'Gazi Group Chattogram cricket']"
4b531649,['Uganda Women cricket']
4b546c04,"['Perth Scorchers Women cricket', 'Sydney Sixers Women cricket', 'New South Wales Under-15s Women cricket']"
4b57e452,"['Tamil Nadu cricket', 'Chemplast cricket', 'India Maharajas cricket', 'India Green cricket', 'India A cricket', 'New York Warriors cricket', 'Chennai Super Kings cricket', 'India B cricket', 'Ruby Trichy Warriors cricket', 'Lyca Kovai Kings cricket', 'Somerset cricket', 'Essex cricket', 'India Blue cricket', 'India Emerging Team cricket', 'India Red cricket', 'Rest of India cricket', 'India cricket', 'Tamil Nadu Cricket Association XI cricket', 'Kings XI Punjab cricket', 'Delhi Daredevils cricket']"
4b5debcd,['Estonia Women cricket']
4b684ac7,['Cayman Islands cricket']
4b685e2d,"['England Lions cricket', 'Desert Vipers cricket', 'Melbourne Stars cricket', 'Essex Under-15s cricket', 'Lahore Qalandars cricket', 'Brisbane Heat cricket', 'Expert Dhangadi cricket', 'Essex Under-14s cricket', 'Essex 2nd XI cricket', 'London Spirit (Men) cricket', 'England cricket', 'Chennai Braves cricket', 'Essex cricket', 'Essex Under-13s cricket', 'Dubai Capitals cricket', 'England Under-19s cricket', 'Deccan Gladiators cricket', 'Marylebone Cricket Club cricket', 'Essex Under-17s cricket', 'Quetta Gladiators cricket']"
4b69776c,['Bahrain cricket']
4b69c598,"['Perth Scorchers Women cricket', 'Australia Women Under-19s cricket', 'Western Australia Women cricket']"
4b6cc6c2,['Arunachal Pradesh cricket']
4b6da99c,['Uganda Women cricket']
4b6f6b73,"['Sri Lanka Cricket XI cricket', 'Maris Stella College cricket', 'Galle Gladiators cricket', 'Galle Titans cricket', 'Negombo Cricket Club cricket', 'Dambulla Viiking cricket', 'Kandy Warriors cricket', 'Kandy cricket', 'Nondescripts Cricket Club cricket', 'Sri Lanka Under-23s cricket']"
4b6f8814,['Punjab cricket']
4b7011dd,['United Arab Emirates cricket']
4b788e61,[]
4b83e65a,['Cameroon cricket']
4b95058b,['Nepal Women cricket']
4b9daf40,"['Zambia Under-19s cricket', 'Zambia cricket']"
4ba0289e,"['London Spirit (Women) cricket', 'Royal Challengers Bangalore Women cricket', 'Rubies cricket', 'Sydney Thunder Women cricket', 'Barmy Army Women cricket', 'England Academy Women cricket', 'England Women cricket', 'Diamonds cricket']"
4ba2c04d,"['Cricket Australia XI cricket', 'Sydney Thunder cricket', 'Australia Under-19s cricket', 'New South Wales cricket']"
4ba44e19,"['Royal Challengers Bangalore cricket', 'Sri Lanka cricket', 'ICC World XI cricket', 'Chennai Super Kings cricket', 'Lancashire cricket', 'Wellington cricket', 'Gloucestershire cricket', 'Kochi Tuskers Kerala cricket', 'Melbourne Renegades cricket', 'Jamaica Tallawahs cricket', 'Kandurata cricket', 'Asia XI cricket', 'Kent cricket', 'Tamil Union Cricket and Athletic Club cricket']"
4ba4649c,['Lesotho cricket']
4ba77c99,['Swaziland cricket']
4bafe66b,['Mexico Women cricket']
4bb02ef1,"['South Africa Under-19s cricket', 'Dolphins cricket', 'KwaZulu-Natal Under-19s cricket', 'KwaZulu-Natal cricket']"
4bb5dc96,"['Marylebone Cricket Club Universities cricket', 'Loughborough Marylebone Cricket Club University (England) cricket', 'Gloucestershire cricket', 'Gloucestershire 2nd XI cricket', 'Tamil Union Cricket and Athletic Club cricket']"
4bb7f51e,['Cayman Islands cricket']
4bbfddd5,"['Dambulla cricket', 'Colombo Cricket Club cricket', 'Galle Titans cricket', 'Sri Lanka Under-19s cricket', 'Dambulla Sixers cricket', 'Sri Lanka A cricket']"
4bc0a378,"['Mountaineers cricket', 'Brendan Taylor XI cricket', 'Takashinga Patriots 1 cricket', 'Zimbabwe A cricket', ""Zimbabwe President's XI cricket"", 'Zimbabwe Under-19s cricket', 'Mashonaland Eagles cricket', 'Zimbabwe Select XI cricket', 'Zimbabwe Development XI cricket', 'Zimbabwe cricket']"
4bc4141a,[]
4bd09374,"['Uttarakhand cricket', 'Mumbai Indians cricket']"
4bd33839,"['England cricket', 'Surrey cricket', 'Middlesex cricket']"
4bd3f984,['Bulls XI cricket']
4be10f94,['Vanuatu cricket']
4bec0a86,['Bengal cricket']
4bed6af7,['Kuwait Women cricket']
4bf5c12f,"['Durham 2nd XI cricket', 'England Under-19s cricket']"
4c0f3806,"['Leicestershire 2nd XI cricket', 'Manchester Originals (Men) cricket', 'Durham 2nd XI cricket', 'Durham cricket', 'Northumberland cricket', 'Northern Superchargers (Men) cricket', 'Samp Army cricket', 'Leicestershire cricket']"
4c1e18e8,"['Dorset Under-15s cricket', 'Dorset cricket', 'Durham MCCU cricket', 'Somerset Under-17s cricket', 'Somerset Under-15s cricket', 'Dorset Under-13s cricket', 'Somerset cricket', 'Somerset 2nd XI cricket']"
4c239537,"['Sussex Under-14s cricket', 'Sussex Under-17s cricket', 'Sussex cricket', 'Cardiff MCCU cricket', 'Sussex 2nd XI cricket']"
4c263f1c,['Odisha cricket']
4c3bbf03,[]
4c3bd588,"['Karachi Blues cricket', 'Canada cricket']"
4c42366b,"['Cambridgeshire cricket', 'Leicestershire cricket']"
4c450aee,['Manipur cricket']
4c49c917,['Swaziland cricket']
4c4a06fb,"['Lahore Lions cricket', 'Trinidad & Tobago Red Steel cricket', 'National Bank of Pakistan cricket', 'Pakistan Under-19s cricket', 'Lahore Region Blues cricket', 'Pakistan cricket']"
4c4d245a,['Greece cricket']
4c4fa80b,"['Kolkata Knight Riders cricket', 'Sri Lanka cricket', 'Basnahira Greens cricket', 'Brothers Union cricket', 'Ruhuna cricket', ""Sri Lanka Board President's XI cricket"", 'Sinhalese Sports Club cricket', 'Sri Lanka A cricket']"
4c5d73db,"['Marylebone Cricket Club cricket', 'Kolkata Knight Riders cricket', 'Royal Challengers Bangalore cricket', 'Wellington cricket', 'England Performance Programme cricket', 'Warwickshire cricket', 'England Lions cricket', 'Herefordshire cricket', 'England Development Programme Under-19s cricket', 'Sharjah Warriors cricket', 'Birmingham Phoenix (Men) cricket', 'Sydney Thunder cricket', 'Warwickshire 2nd XI cricket', 'Punjab Kings cricket', 'England Under-19s cricket', 'Nottinghamshire 2nd XI cricket', 'Delhi Capitals cricket', 'England cricket']"
4c61a0f9,"['Royal Challengers Bangalore cricket', 'Gloucestershire cricket', 'Worcestershire cricket', 'Australia cricket', 'New South Wales cricket']"
4c633585,"['Kerala cricket', 'Kerala Under-23s cricket', 'Kerala Under-25s cricket']"
4c72b407,['Bulgaria cricket']
4c7543cf,['Saurashtra cricket']
4c7744de,['Malaysia Women cricket']
4c7c6f58,"['Tamil Union Cricket and Athletic Club cricket', 'Sri Lanka cricket', 'Cricket Coaching School cricket', 'Basnahira South cricket', 'Sri Lanka A cricket', 'Combined Provinces cricket']"
4c7d4170,['Guernsey Women cricket']
4c7df2c8,['United Arab Emirates cricket']
4c84d883,['Cambodia Women cricket']
4c87bd01,['Jersey Women cricket']
4c895bc1,"['New Zealand Under-19s cricket', 'Canterbury cricket']"
4c8a1197,['Japan Women cricket']
4c931d56,"['Worcestershire cricket', 'Free State cricket', 'Warwickshire cricket', 'South Africa cricket']"
4c9c19e3,"['South Africa Academy cricket', 'Free State cricket']"
4c9c9f87,['Tanzania Women cricket']
4c9f75f2,['Rwanda Women cricket']
4ca281f6,"['Victoria Women cricket', 'Australia Women cricket']"
4ca3d67d,['Sierra Leone Women cricket']
4cb5e3d1,['Bihar cricket']
4cbce738,"['Guyana cricket', ""Guyana Board President's XI cricket"", 'Canada cricket']"
4cbf2e06,"['Karachi Whites cricket', 'Pakistan Under-19s cricket', 'Pakistan cricket', 'Quetta Gladiators cricket']"
4cc200ec,['Norway Women cricket']
4cc59a40,['Belgium cricket']
4ccbcd2f,['Mexico Women cricket']
4cd3960e,"['Panadura Sports Club cricket', 'Sri Lanka cricket', 'Badureliya Sports Club cricket', 'Sebastianites Cricket and Athletic Club cricket']"
4cf05de9,['Namibia Women cricket']
4cf59936,"['Malaysia Under-19s cricket', 'Malaysia Under-17s cricket', 'Malaysia cricket', 'Malaysia Under-15s cricket']"
4cf5a784,['Fiji cricket']
4cf60e73,"['Hertfordshire Women cricket', 'Trent Rockets (Women) cricket', 'South East Stars cricket', 'Birmingham Phoenix (Women) cricket', 'Oval Invincibles (Women) cricket']"
4cf645c9,"['Barmy Army Women cricket', 'Brazil Women cricket']"
4cf8708b,"['Pakistan Women cricket', 'Pakistan Women Emerging Players cricket', 'Super Women cricket', 'Pakistan Women Under-19s cricket']"
4cfc2dc0,"['Bermuda cricket', 'Bermuda Under-15s cricket']"
4cfda770,['Mizoram cricket']
4cfe9bac,['Canada Women cricket']
4d0055a0,"['Scotland Under-13s cricket', 'Scotland cricket', 'Scotland Under-17s cricket', 'Scotland A cricket', 'Scotland Under-15s cricket']"
4d05a82e,"['North Holland Hurricanes cricket', 'Netherlands cricket']"
4d0d5b7d,['Turkey cricket']
4d15045d,['France cricket']
4d1cc284,['Nepal Women cricket']
4d1ec7eb,"['Papua New Guinea cricket', 'Papua New Guinea Under-19s cricket']"
4d21a67a,['Israel cricket']
4d220a66,"['Hampshire Cricket Board cricket', 'Wellington cricket', 'New Zealand cricket']"
4d2b96b4,['Cameroon cricket']
4d3097d8,"['New Zealand A cricket', 'Northern Districts cricket', 'Canterbury cricket', 'New Zealand cricket', 'Otago cricket', 'New Zealand Academy cricket', 'Auckland cricket', 'South Island cricket']"
4d35d0b3,['Netherlands Women cricket']
4d382b64,['China Women cricket']
4d3d1792,"['Gujranwala Cricket Association cricket', 'Malaysia cricket']"
4d4105dc,['Botswana Women cricket']
4d43c9f8,"['Durham MCCU cricket', 'England Women cricket', 'South Australia Women cricket']"
4d4605e6,"['Hobart Hurricanes Women cricket', 'Guyana Amazon Warriors Women cricket', 'London Spirit (Women) cricket', 'KwaZulu-Natal Women cricket', 'Sydney Thunder Women cricket', 'Mumbai Indians Women cricket', 'Sydney Sixers Women cricket', 'South Africa Women cricket', 'Barbados Royals Women cricket', 'South Africa Under-19s Women cricket', 'Southern Brave (Women) cricket']"
4d498084,['China Women cricket']
4d4e6658,"['Railways cricket', 'Uttar Pradesh Under-19s cricket']"
4d4ffcf5,"['South Australia Women cricket', 'Adelaide Strikers Women cricket']"
4d528d92,['Bihar cricket']
4d5a1617,"['Royal Challengers Bangalore cricket', 'Rajasthan cricket', 'Southern Superstars cricket']"
4d6d6280,"['Kolkata Knight Riders cricket', 'Punjab (Pakistan) cricket', 'Lahore Lions cricket', 'Pakistan Cricket Board Blues cricket', 'Pakistan Cricket Board Reds cricket', 'Lahore Eagles cricket', 'Punjab Stallions cricket', 'Lahore Reds cricket', 'Lahore Qalandars cricket', ""Pakistan Cricket Board Patron's XI cricket"", 'Pakistan cricket']"
4d733a54,['Samoa cricket']
4d748b6a,"['Queensland Second XI cricket', 'Australian Capital Territory Under-23s cricket']"
4d7c5b56,['Indonesia cricket']
4d7f517e,"['Barbados Tridents cricket', 'West Indies cricket', 'Leeward Islands cricket', 'Dhaka Dynamites cricket', 'Abu Dhabi Knight Riders cricket', 'Sunrisers Hyderabad cricket', 'Trinidad & Tobago Under-19s cricket', 'Washington Freedom cricket', 'Southern Brave (Men) cricket', 'Bravo XI cricket', 'Melbourne Renegades cricket', 'Trinidad & Tobago cricket', 'New York Strikers cricket', 'Trinidad & Tobago A cricket', 'Multan Sultans cricket', 'MI Emirates cricket', 'Trinbago Knight Riders cricket', 'Quetta Gladiators cricket', 'West Indies Under-19s cricket']"
4d83491d,['Romania cricket']
4d84ad05,"['Papua New Guinea cricket', 'Papua New Guinea Under-19s cricket']"
4d927a2e,"['Western Australia cricket', 'Western Australia Under-23s cricket', 'National Performance Squad cricket', 'Perth Scorchers cricket']"
4d9dfc7f,['Singapore cricket']
4d9e5ec8,['Switzerland cricket']
4d9f9686,"['Comilla Warriors cricket', 'Khulna Tigers cricket', 'Bangladesh Under-19s cricket', 'Khulna Division cricket', 'Bangladesh Under-23s cricket', 'Rangpur Riders cricket', 'South Zone (Bangladesh) cricket', 'Dhaka Dominators cricket', 'Bangladesh cricket', 'Cumilla Warriors cricket', 'Dhaka Gladiators cricket', 'Fortune Barishal cricket', 'Gazi Group Chattogram cricket', 'Bangladesh A cricket']"
4da2f572,['Meghalaya cricket']
4dabe716,['Thailand Women cricket']
4dae1243,[]
4db4c8be,['Malaysia Women cricket']
4db71b2e,"['Islamabad cricket', 'Bahrain cricket']"
4dc4530c,['Kuwait Women cricket']
4dc6fd02,['Bermuda cricket']
4dc7b1c6,['Thailand cricket']
4dcd505e,"['Bangladesh cricket', 'Khulna Division cricket']"
4dd262d6,"['India Blue Women cricket', 'United States of America Women cricket']"
4dd6a707,['Belgium cricket']
4dde73be,"['Ireland Women cricket', 'Ireland Under-17s Women cricket']"
4de02539,['Auckland cricket']
4de0779a,"['New Zealand Women Under-19s cricket', 'Canterbury Women cricket']"
4de69d5e,"['Netherlands Women cricket', 'Hermes DVS Women cricket']"
4dea1a43,['Nigeria cricket']
4e017436,"['Bangladesh Women Emerging Players cricket', 'Bangladesh Women cricket']"
4e02c25a,['Scotland Women cricket']
4e04666c,"['Royal Challengers Bangalore cricket', 'Maharashtra cricket', 'Tripura cricket', 'Manipal Tigers cricket', 'Maharashtra Under-19s cricket', 'Mumbai Indians cricket']"
